African,EastAsian,MiddleEastern,NorthernEuropean,SouthAsian,SoutheastAsian,WesternEuropean
0.02408255444310869,0.04469246387359224,0.004606608044990177,0.003361988811364104,0.022964461920608616,0.04301708819759488,0.012932874266533112
0.06444429989501771,0.004615706981489755,0.012546582203517799,0.008256542759770839,0.02901526721491365,0.007935250610569135,0.010029546485101595
0.0005436697846594278,0.12498171221344712,0.0013975680440023858,0.0009026310542181003,0.0007478065715818288,0.049728661012592,0.00118135686971469
0.030308740912090286,0.0258171561826317,0.01410885321463956,0.00632175439957983,0.024391838093577922,0.02266294503733675,0.020654711723354018
0.021527126122778358,0.0646854458534719,0.002204827652022682,0.0012183110723129587,0.03723063112533081,0.030400153617084223,0.0022670851712802724
0.011732577596720877,0.016736540826857653,0.024701578032281877,0.02055223934974701,0.007951284472236083,0.020682408676414462,0.03436355990925769
0.0542929373677179,0.003670475796376859,0.00827719602673404,0.001494883969969009,0.05871914798299924,0.009411559090904166,0.0022911643218956417
0.020956265262380425,0.04751756883634548,0.005657786657285319,0.00302200730672571,0.024894844894703,0.03978421214861861,0.013700073664665113
0.005388849362076208,0.01294170103604968,0.00825794068358354,0.00784390501572323,0.03784859896638666,0.05661970148642769,0.018347122550524935
0.01531041781604227,0.009236157288765461,0.02176673901148005,0.016134751867276403,0.012286421150313021,0.008966562933047503,0.05037491630657773
0.0400512550635149,0.006739438502939162,0.006926183214689057,0.0019175490756984125,0.0577098963675189,0.02505502433833718,0.0032865822202997343
0.008869915809349888,0.060000123984365515,0.010166005869758804,0.013155627635151951,0.010876890598462186,0.02964319613577226,0.021955831130161124
0.016905159357971003,0.05519453913699253,0.008870411343997625,0.013650628166216101,0.0053946527937932115,0.02866177052109351,0.025074015758347834
0.03666249967851784,0.04799311833202292,0.009117231938291793,0.00181093037307787,0.03298716810843739,0.01725256364734198,0.005398716526000315
0.045891563526486996,0.0028038024395142486,0.022017228749158905,0.011142323376890707,0.004204893302109373,0.0033467058191210537,0.04327940885897515
0.0843355086493309,4.3513319126715785e-10,2.49844169550578e-05,2.8263548509030537e-05,0.025531904227864107,3.8296408321079876e-10,0.029307554379366527
0.014951376420097197,0.0034739659142996055,0.02053904945588166,0.0047498322171176935,0.08321891961094321,0.0012788082035648056,0.003576320664982035
0.013728150275711377,0.04442684836926497,0.02383366535574193,0.007754542487750715,0.017921483308398798,0.021408868935596542,0.01693124955767158
0.008133136713635544,0.037708329142267925,0.022383049555184602,0.019607679691864166,0.0025796632516357897,0.010115676549183987,0.04081704090585718
0.01632571796792537,0.007464436060491982,0.011643530210552597,0.025495030167975736,0.01473939943018758,0.00793565705652012,0.05139095093968916
0.02393383909900736,0.03694033968877907,0.003690833140630078,0.008497682992423924,0.019991676024547465,0.039268295655565486,0.020268898838207476
0.017846907326879977,0.004472365903235566,0.010288711148517475,0.01371715797711947,0.07789610061061403,0.007869923681287763,0.002901278506410164
0.005724204173490553,9.120183284869489e-11,0.09916691113356203,5.922827313234976e-06,1.3115060881573488e-09,8.026049966178936e-11,0.0060714392445419055
0.020353638574673708,0.037556932826381645,0.06479036276133723,4.0332298791696195e-06,0.003783412366881639,5.46535102631883e-11,0.004194945428981523
0.04262209505212731,0.0014857646429987574,0.04478566221932293,0.0034681224604872067,0.007851360451941689,0.0039238133771485025,0.022906696419774965
0.018488732236655002,0.02320611322662958,0.03258113861462419,0.016191041415547988,0.006479129157236137,0.004446589270821735,0.032870756111341354
0.004161489713306736,0.08035868233422278,0.002359094973475462,0.0023076152690948925,0.019809311849228652,0.05749680709662509,0.001617001317847397
0.010245302598397867,0.011397601785105618,0.04739094889629918,0.012670417763772238,1.5306642105512376e-09,9.368958958160777e-11,0.04497576793568312
0.03316312562260828,0.011187155997022804,0.017476927755951794,0.007438229421347004,0.03204031711610104,0.012666148030969512,0.023534294081048634
0.03205483844862206,0.01445633157400445,0.00575219749694519,0.001235995467065696,0.0371822465552715,0.05847027793253363,0.0008609356687207509
0.0320412932881207,0.005918527048910085,0.05100349928554843,0.0071691025717140365,0.010942333581753328,0.004307412726526116,0.01449422908534338
0.005275651521486734,0.11449563872164024,0.016437816421251774,0.0033698621981985985,0.0033102895520362033,0.0192721807346775,0.004974944832461207
0.012171489233264592,0.025138936459567395,0.01984748538715099,0.01687216760929961,0.01707950251391194,0.004354206792786746,0.04239766997590592
