African,EastAsian,MiddleEastern,NorthernEuropean,SouthAsian,SoutheastAsian,WesternEuropean
0.023780185539267758,0.04454358756462007,0.004828063404385902,0.003477238391993013,0.02291858461393197,0.043157280527819086,0.012850394211930223
0.06460047134154476,0.0045780835848250444,0.01325607817283941,0.007935344880363411,0.028387211525634757,0.00772525827441564,0.010180307151773395
0.0006107167030781213,0.12456155116352673,0.0014106228196097909,0.0009883052651002825,0.000672673470057061,0.050044156050445765,0.001111586587150214
0.030789598667227733,0.02634374336095177,0.013874841790711773,0.006233876597165316,0.024699269058733684,0.02308629306717261,0.01952567153331972
0.02135161864574405,0.06453308718489703,0.0021918932184640627,0.001240353691860252,0.03741456231731171,0.03046948418716072,0.002282850926353267
0.01172721478648821,0.01572126619927767,0.025281495644784362,0.02043764605906097,0.007534877133347496,0.022145740386658168,0.033714326180865374
0.05447794791396324,0.003919429246357314,0.008028650674689138,0.0015285774060793526,0.05842138807822616,0.009431876965231838,0.0024833644945613507
0.021082203417145198,0.04754849516062121,0.005626620447627375,0.0029339524521979866,0.02485403191456548,0.03996529413171387,0.013574728693615527
0.004990304164463068,0.012041820918595661,0.0076843451807855215,0.00782718359708718,0.03655216992347296,0.060076210623381206,0.01858526685018691
0.014714038927818987,0.00809244801678636,0.02207652626201009,0.016766540734779244,0.011999241332998426,0.009796373093293826,0.05028800297998931
0.04046533453799228,0.007083207848026203,0.00694546583647922,0.0017967161370603052,0.056759981042963835,0.025400677503927983,0.0034101653604521674
0.009193193500965632,0.05940900593897894,0.010344904894132869,0.013556629546713812,0.009768835680420373,0.03032519726313744,0.021947425677356403
0.01690409338592895,0.05608667941363926,0.008459702532360277,0.013809220310176333,0.005702069181992701,0.0286797313565956,0.024436673767457708
0.03662319567873395,0.04846955160441753,0.008639144216537609,0.0017653780649022767,0.03289311811700535,0.01765773319866432,0.005498561201349231
0.045741288713330296,0.0027621551155392688,0.02189194561167272,0.011311025198133305,0.004368684253009676,0.00340454281200455,0.043214290046816664
0.08443594646271511,3.7731038878266413e-10,2.166985340981517e-05,2.452517527087317e-05,0.02712555768005099,3.321861057998725e-10,0.02758444869343531
0.015991656527029375,0.003751665797554899,0.020623297989454777,0.00522553450373718,0.08129961179674373,0.0014155657917608202,0.00352642099774031
0.013735743285831494,0.04516606863880878,0.023545512913058838,0.008355722698179625,0.017734020214397975,0.022023388229825802,0.015748027799198795
0.00808610374390921,0.03689426180636937,0.022063056395073912,0.020025596743354097,0.0025977096568597217,0.010548248319249984,0.04101518328913012
0.01638191574662308,0.007805509445363668,0.011397187978514288,0.025625884399439705,0.015027482866227406,0.007570861457570727,0.05126142288752004
0.023820771916470057,0.03707317841108269,0.003778252683149757,0.0083740155301928,0.019706180661134026,0.039215577328354,0.020640742574819012
0.018093417099153235,0.004851133570062824,0.010525357370481653,0.013664026222343622,0.07633906947100064,0.008541928434853864,0.0031525084221068925
0.006701265592278976,8.983580685301527e-11,0.09803028923487814,5.839327445445992e-06,1.2916932228595708e-09,7.90919299523506e-11,0.006567725879389359
0.02426320300652733,0.02602140612294235,0.06725126920287466,4.228478494978133e-06,0.004676820289663964,5.72734665172194e-11,0.004755939429902639
0.04275547057573826,0.0013101055166064724,0.04514552793711493,0.0036191664896253807,0.008005806954181715,0.004036983924651229,0.022029247220451808
0.01847924754234506,0.02286729628985843,0.03255950196676774,0.01687654106392156,0.006678641095467099,0.004823409364518351,0.03186839716476428
0.003974175611930834,0.0804619185347535,0.00227525615092194,0.0023086696489598205,0.019543758067813707,0.05821074410106383,0.0014980692628585432
0.011410263035502043,0.0076481835564053535,0.04685373710230307,0.01325685149776928,1.0996847708128779e-09,6.733502144592012e-11,0.046595352522694776
0.03279468913743606,0.011686604962294905,0.018058211174845972,0.007053700852242282,0.03300676266377885,0.012248750213859606,0.022580190302148372
0.03256563605754475,0.014421175387801615,0.005496522928827336,0.0011930245093544974,0.03675805245038181,0.05886550172270152,0.0008626130585160451
0.03257559662913392,0.0058226911849176555,0.050830520344010886,0.006812548686353657,0.010883711414835273,0.004613695913887118,0.014473321845320995
0.004966820380159712,0.11452480035991451,0.016571064372211602,0.0031738462115247627,0.0031912420800059987,0.019540359164698384,0.00519236681288194
0.01172721478648821,0.02597426589445876,0.020413630023738926,0.01732756948485604,0.017199176065249722,0.00481429138840395,0.04047718014797573
0.020036447373899452,0.051192866819758445,0.025408538336466696,0.006778314773356906,0.007724195654285876,0.010293874300331058,0.02448870654526083
0.021684283944827257,0.04390089429232255,0.024872630486108604,0.006941087340813161,0.005544532230199101,0.015146850736157708,0.02689050029863191
0.002793579700999673,0.06460153058561743,0.005108278099087943,0.023734040584715968,0.0053847260903327025,0.04533557275184365,0.01163611979623822
0.026526735044196975,0.00542459025406386,0.008654094812226504,0.002938319720951258,0.07496360189534858,0.015919461939291016,0.004186138379994177
0.014139991034425975,0.008123907892449706,0.010886768459476519,0.004693813448970941,0.06554261544701316,0.026225218878937303,0.010558640648204902
0.0765718141941289,0.0022194728751921415,0.01784576163161249,0.0050493007910621225,0.019147452480035992,0.001954035916469838,0.011763956060435647
0.010749946887614194,0.003930316549819417,0.010283148030120624,0.013057384982177844,0.030453461747279465,0.02537532752637915,0.04469702334584425
0.02638623326959847,0.0058954748247291265,0.012415020182706606,0.010218823029530486,0.041677289143828344,0.008650679838538348,0.03088883577650308
0.03577794341640471,0.025580365341197567,0.021118924933294446,0.004676410538937681,0.00919510429832237,0.02111352367372071,0.025129900292748267
0.00929326454778311,0.0836490012867227,0.02146542083047729,0.008097935230948688,0.001279507437738254,0.001566915593395625,0.028625371285640418
0.04179152905730344,0.028012437955076578,0.023311508971164803,0.004830716341232593,0.019316685014581763,0.012582807037873959,0.01128454719276899
0.01382136028407539,0.03537284894837476,0.02321770008194482,0.010948738960211236,0.009687699171446781,0.023727578985705176,0.027091869252481107
0.07437363159928274,9.774880538410987e-12,0.02526278247258245,0.01207197746493757,0.006324611894312406,0.0008605857663209133,0.01214859139348187
0.005426474708400714,0.0077595966844763815,0.007520386144794468,0.0025218689224548244,0.003137917983553456,0.10588965840407247,0.02340068912296569
0.004770392455520627,0.09166297580595795,0.020812853557449596,0.008313618735889209,0.0015325173830537282,0.01407568244914714,0.01714287771908409
0.00466262756571218,0.006250623910556183,0.017296720342171744,0.031025824137851595,0.0024511046096431614,0.004502522518371766,0.06563769418016233
0.008303080968345661,0.012272576942250042,0.008195859837297719,0.02448807213128032,0.01703041821062203,0.009297190555669655,0.05779797494766702
0.06690909090909092,0.008918245553044787,0.004038472680920099,0.006577206095370531,0.01553554667130193,0.01147552001854105,0.027960600266527608
0.05117330088649401,1.2005330552175676e-10,0.02068486007300539,0.03678776290630975,0.008630859261834404,1.0569557911814126e-10,0.01128454719276899
0.025129745971046166,0.010106528270964216,0.03869616680324137,0.014233360648274606,0.0024219247928616953,2.9659473732131476e-11,0.038174906673950654
0.031591680649315175,0.02310063604791821,0.03537935250582068,0.010010275620764557,0.005535828097969589,0.003389654140815025,0.02533265696335896
0.042949020386878894,0.002450067459627689,0.035881900126642,0.011147806941305986,0.009687699171446781,0.0010785263175320536,0.025076771539486644
0.03319703878021278,0.008707162818061479,0.027226226078998543,0.022638623326959848,0.004173162720007844,0.005962314719484891,0.029706329362161103
