African,EastAsian,MiddleEastern,NorthernEuropean,SouthAsian,SoutheastAsian,WesternEuropean
0.02410325723038071,0.04474870120053374,0.004464066329273284,0.003464415576815515,0.022671154741419897,0.04389392628138398,0.012501486459061323
0.0649065438795021,0.00481263250998296,0.01216165242387586,0.008133348941871205,0.029616680324137303,0.007457239109793056,0.009851588819084038
0.0006183842071971184,0.12517799150761957,0.0014283330872759527,0.0006158236100658674,0.0006811188369127681,0.04973407798698656,0.0012987028575063705
0.03004480465740133,0.02607628579192325,0.014413757135016579,0.005809012961627973,0.025171672603811104,0.02177209389084174,0.020853914813661348
0.021549777519486453,0.06495691611989253,0.002011123286293751,0.0012518650950329691,0.037195370275893584,0.030289823568294637,0.002368038518926001
0.012862106540019328,0.015214128579946133,0.02446596352721067,0.019778367153929974,0.008020998238724755,0.020538388261820074,0.035592837023787495
0.05426321418154714,0.003730469945591312,0.008034373615927234,0.001558803512979227,0.059289266256891106,0.008914598884459855,0.002337665143511467
0.020745932791821894,0.04764020060387173,0.005560923342950112,0.003012920794947563,0.024844730007253908,0.04021963907241154,0.013630317263204452
0.005863607393244105,0.01048084413285178,0.009029105587422986,0.005960980100559451,0.04049996459174279,0.055364350966645416,0.019155867148218965
0.015594026148519458,0.009687699171446781,0.02254836098048335,0.014913957934990441,0.013196217249754536,0.008978002859456014,0.04920469226396569
0.039759181729655195,0.006311883827219287,0.007149440483721547,0.001937397674743698,0.05735189936999628,0.025932744318949156,0.003204513091709492
0.008897853481927826,0.05932750705484485,0.010456335255984025,0.012854293195216386,0.011509180047276208,0.029294282208641005,0.022030840886603908
0.017244860472717914,0.054798483090976936,0.008523694230789627,0.014470224441211097,0.005540015562491503,0.027389020826161955,0.025456147810885836
0.03607576349788196,0.04773706023824866,0.009218666920197613,0.001896974882829969,0.03371961590061587,0.017068125878114997,0.005334009415857656
0.0475543939048421,0.0025961723998807165,0.02186865940440063,0.010875077719500335,0.004562402667898484,0.0035555087776744762,0.041756275545108495
0.08443594646271511,3.7731038878266413e-10,2.166985340981517e-05,2.452517527087317e-05,0.02712555768005099,3.321861057998725e-10,0.02758444869343531
0.014770136407472031,0.002750075719990263,0.0217962082401931,0.005005137810382278,0.0818511725914075,0.001452708917492154,0.0036189509947655656
0.013390500187085281,0.04470823278214691,0.02334275053121921,0.007485242003677627,0.019236257241687864,0.021171645881320422,0.016837904049852793
0.008327851623704767,0.037276904007113754,0.02260446092899476,0.019310193167136846,0.002856753817858931,0.010162162715041235,0.0406711530384653
0.016573581404881785,0.0070512872374757386,0.011614307892425619,0.025251590899488596,0.015016616910324418,0.008082102009940481,0.0513560962980742
0.024092059179295397,0.03701024019286235,0.0036620619281833126,0.0082891848821467,0.01998043466146298,0.039601172421770255,0.020065102282513562
0.017895865338918425,0.004907216039080892,0.010333889631848272,0.013467581796144225,0.07839756554928032,0.006720528152020542,0.0031889536061774923
0.006701265592278976,8.983580685301527e-11,0.09803028923487814,5.839327445445992e-06,1.2916932228595708e-09,7.90919299523506e-11,0.006567725879389359
0.021322208702705837,0.040017768507252256,0.062382911331286095,3.715935647101995e-06,0.004109932981825907,5.0331228151495835e-11,0.004179461923247774
0.042193583876515645,0.0016347937122299138,0.045067286120932755,0.002975324556258443,0.008697102549063142,0.003742131174521961,0.022708168335150384
0.01886935311510133,0.022458951713253815,0.033129349824529454,0.015673984195670822,0.006798385383471425,0.00395459649761753,0.03301146428850967
0.004448253884530011,0.08023266887907225,0.002490787748254617,0.0023785191534251996,0.019389317450898516,0.05751210596104114,0.00158531314330088
0.01172721478648821,0.01048084413285178,0.04514552793711493,0.013625097372707314,1.5069754266694991e-09,9.227391827774236e-11,0.045974081155725516
0.03287044144533922,0.010740952673375109,0.01708280414788349,0.008055714505031333,0.03247147050750629,0.01260852372379078,0.02355752187687541
0.03230113184018026,0.014258055279400883,0.005914095752153894,0.0012013731763198892,0.036920370670188364,0.058580055046583535,0.0007721329235391269
0.03174928881219979,0.006326851031416624,0.051201635343313276,0.006729468824324954,0.011164482581728304,0.004557431329571422,0.014296817920378057
